invoice_number,document_type,typeDte_description,client_name,address,tienda,date,description,product_type_name,quantity,price,total
92436,6,Factura Electrónica,KAMI PUENTE ALTO 2 SPA,LUIS MATTE LARRAIN Nro 1360,Puente Alto 2,2024-06-05,HARINA 1 KG,INDIRECTO,"4,000000","1325,0",5300
92436,6,Factura Electrónica,KAMI PUENTE ALTO 2 SPA,LUIS MATTE LARRAIN Nro 1360,Puente Alto 2,2024-06-05,ALUMINIO C-10 PAQUETE 20 UN ,INDIRECTO,"1,000000","1200,0",1200
92436,6,Factura Electrónica,KAMI PUENTE ALTO 2 SPA,LUIS MATTE LARRAIN Nro 1360,Puente Alto 2,2024-06-05,ALUMINIO C-20 PAQUETE 20 UN ,INDIRECTO,"1,000000","2476,0",2476
92436,6,Factura Electrónica,KAMI PUENTE ALTO 2 SPA,LUIS MATTE LARRAIN Nro 1360,Puente Alto 2,2024-06-05,243 PLASTICO 300 UNIDADES,INDIRECTO,"2,000000","25125,0",50250
92436,6,Factura Electrónica,KAMI PUENTE ALTO 2 SPA,LUIS MATTE LARRAIN Nro 1360,Puente Alto 2,2024-06-05,BOLSA CAMISETA 40X50 BLANCA,INDIRECTO,"3,000000","1376,0",4128
92436,6,Factura Electrónica,KAMI PUENTE ALTO 2 SPA,LUIS MATTE LARRAIN Nro 1360,Puente Alto 2,2024-06-05,BOLSAS DE PAPEL CON LOGO 100 UNIDADES,INDIRECTO,"1,000000","23125,0",23125
92436,6,Factura Electrónica,KAMI PUENTE ALTO 2 SPA,LUIS MATTE LARRAIN Nro 1360,Puente Alto 2,2024-06-05,QUESO CREMA 6 8 KG,INDIRECTO,"6,000000","45563,0",273378
92524,6,Factura Electrónica,KAMI LA CALERA SPA,ARTURO PRAT 449 - 453 A CALERA,La Calera,2024-06-05,BEBIDA PACK 1 5 LT COCA COLA,INDIRECTO,"3,000000","11993,0",35979
92524,6,Factura Electrónica,KAMI LA CALERA SPA,ARTURO PRAT 449 - 453 A CALERA,La Calera,2024-06-05,BEBIDA PACK 1 5 LT COLA CERO,INDIRECTO,"1,000000","11993,0",11993
92524,6,Factura Electrónica,KAMI LA CALERA SPA,ARTURO PRAT 449 - 453 A CALERA,La Calera,2024-06-05,BEBIDA PACK 1 5 LT FANTA,INDIRECTO,"1,000000","11993,0",11993
92524,6,Factura Electrónica,KAMI LA CALERA SPA,ARTURO PRAT 449 - 453 A CALERA,La Calera,2024-06-05,BEBIDA PACK 1 5 LT SPRITE,INDIRECTO,"1,000000","11993,0",11993
92524,6,Factura Electrónica,KAMI LA CALERA SPA,ARTURO PRAT 449 - 453 A CALERA,La Calera,2024-06-05,BEBIDA PACK 350 ML COCA COLA,INDIRECTO,"2,000000","4958,0",9916
92524,6,Factura Electrónica,KAMI LA CALERA SPA,ARTURO PRAT 449 - 453 A CALERA,La Calera,2024-06-05,BEBIDA PACK 350 ML COCA COLA ZERO,INDIRECTO,"1,000000","4958,0",4958
92524,6,Factura Electrónica,KAMI LA CALERA SPA,ARTURO PRAT 449 - 453 A CALERA,La Calera,2024-06-05,BEBIDA PACK 350 ML FANTA,INDIRECTO,"2,000000","4958,0",9916
92524,6,Factura Electrónica,KAMI LA CALERA SPA,ARTURO PRAT 449 - 453 A CALERA,La Calera,2024-06-05,BEBIDA PACK 350 ML SPRITE,INDIRECTO,"2,000000","4958,0",9916
92524,6,Factura Electrónica,KAMI LA CALERA SPA,ARTURO PRAT 449 - 453 A CALERA,La Calera,2024-06-05,NOVA PAQUETE X 2 UNIDADES,INDIRECTO,"2,000000","7363,0",14726
92524,6,Factura Electrónica,KAMI LA CALERA SPA,ARTURO PRAT 449 - 453 A CALERA,La Calera,2024-06-05,CLORO BIDON 5 LITROS,INDIRECTO,"1,000000","2000,0",2000
92524,6,Factura Electrónica,KAMI LA CALERA SPA,ARTURO PRAT 449 - 453 A CALERA,La Calera,2024-06-05,SERVILLETAS PAQUETE DUO,INDIRECTO,"3,000000","1022,0",3066
92524,6,Factura Electrónica,KAMI LA CALERA SPA,ARTURO PRAT 449 - 453 A CALERA,La Calera,2024-06-05,GUANTES NITRILO CAJA TALLA L,INDIRECTO,"1,000000","5738,0",5738
92524,6,Factura Electrónica,KAMI LA CALERA SPA,ARTURO PRAT 449 - 453 A CALERA,La Calera,2024-06-05,GUANTES NITRILO CAJA TALLA M,INDIRECTO,"1,000000","5738,0",5738
92524,6,Factura Electrónica,KAMI LA CALERA SPA,ARTURO PRAT 449 - 453 A CALERA,La Calera,2024-06-05,COFIAS 100 UN,INDIRECTO,"1,000000","2488,0",2488
92524,6,Factura Electrónica,KAMI LA CALERA SPA,ARTURO PRAT 449 - 453 A CALERA,La Calera,2024-06-05,CUBRECALZADOS ANTIDESLIZANTE,INDIRECTO,"1,000000","4088,0",4088
92447,6,Factura Electrónica,KAMI RENCA 2 SPA,AV BRASIL 7844,Renca Poniente,2024-06-04,SOYA KIKKOMAN TINETA,INDIRECTO,"1,000000","56250,0",56250
92422,6,Factura Electrónica,KAMI CORONEL SPA,MANUEL MONTT 02500 2 CORONEL,Coronel,2024-06-04,CAMARON S CASCARA KG,INDIRECTO,"1,000000","7238,0",7238
92323,6,Factura Electrónica,KAMI PENALOLEN SPA,No Address,No Definido,2024-06-03,GUANTES NITRILO CAJA TALLA L,INDIRECTO,"1,000000","5738,0",5738
92323,6,Factura Electrónica,KAMI PENALOLEN SPA,No Address,No Definido,2024-06-03,CUBRECALZADOS ANTIDESLIZANTE,INDIRECTO,"1,000000","4088,0",4088
92371,6,Factura Electrónica,LATIN PIZZA PADRE HURTADO SPA,No Address,No Definido,2024-06-04,MASA PIZZA KG,INDIRECTO,"20,000000","740,0",14800
92371,6,Factura Electrónica,LATIN PIZZA PADRE HURTADO SPA,No Address,No Definido,2024-06-04,QUESO MOZZARELLA DON JAIME 1 X 4KG,INDIRECTO,"2,000000","24750,0",49500
92334,6,Factura Electrónica,KAMI LAS REJAS SPA,Las Rejas Sur Nro 1392,Las Rejas,2024-06-03,PECHUGA DESHUESADA KG,INDIRECTO,"15,000000","4225,0",63375
92548,6,Factura Electrónica,LATIN PIZZA PENAFLOR SPA,AV.VIC.MACKENNA 1545 Bloque:11 Depto.:K,No Definido,2024-06-06,SALSA POMODORO CENTAURO 3 LTS,INDIRECTO,"2,000000","6713,0",13426
92548,6,Factura Electrónica,LATIN PIZZA PENAFLOR SPA,AV.VIC.MACKENNA 1545 Bloque:11 Depto.:K,No Definido,2024-06-06,AZUCAR BLANCA KG,INDIRECTO,"1,000000","1169,0",1169
92548,6,Factura Electrónica,LATIN PIZZA PENAFLOR SPA,AV.VIC.MACKENNA 1545 Bloque:11 Depto.:K,No Definido,2024-06-06,PAPAS PRE FRITAS BOLSA 2 5 KG 7X7 MM,INDIRECTO,"1,000000","5825,0",5825
92548,6,Factura Electrónica,LATIN PIZZA PENAFLOR SPA,AV.VIC.MACKENNA 1545 Bloque:11 Depto.:K,No Definido,2024-06-06,CHORICILLO PF 1 KG,INDIRECTO,"1,000000","4800,0",4800
5191,9,Nota de Crédito Electrónica,LATIN PIZZA EL SALTO SPA,AVENIDA EL SALTO 3260 LOCAL 1,No Definido,2024-06-02,SEMOLA FINA KG,INDIRECTO,"0,500000","1393,0",697
92229,6,Factura Electrónica,KAMI 4 PONIENTE SPA,CUATRO PONIENTE 01121 dpto 2,Maipu 4 Poniente,2024-06-02,NOVA PAQUETE X 2 UNIDADES,INDIRECTO,"4,000000","7363,0",29452
92229,6,Factura Electrónica,KAMI 4 PONIENTE SPA,CUATRO PONIENTE 01121 dpto 2,Maipu 4 Poniente,2024-06-02,MANTENEDOR DE PISO BIDON 5 LITROS,INDIRECTO,"2,000000","3786,0",7572
92229,6,Factura Electrónica,KAMI 4 PONIENTE SPA,CUATRO PONIENTE 01121 dpto 2,Maipu 4 Poniente,2024-06-02,LAVALOZA INDUSTRIAL BIDON 5 LITROS,INDIRECTO,"2,000000","3250,0",6500
92229,6,Factura Electrónica,KAMI 4 PONIENTE SPA,CUATRO PONIENTE 01121 dpto 2,Maipu 4 Poniente,2024-06-02,COFIAS 100 UN,INDIRECTO,"1,000000","2488,0",2488
92229,6,Factura Electrónica,KAMI 4 PONIENTE SPA,CUATRO PONIENTE 01121 dpto 2,Maipu 4 Poniente,2024-06-02,CUBRECALZADOS ANTIDESLIZANTE,INDIRECTO,"1,000000","4088,0",4088
92151,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-02,CAMARON S CASCARA KG,INDIRECTO,"10,000000","5789,92",57899
92151,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-02,KANIKAMA KILO,INDIRECTO,"10,000000","2200,0",22000
92151,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-02,PECHUGA DESHUESADA KG,INDIRECTO,"24,000000","3379,83",81116
92151,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-02,REINETA SIN PIEL KILO,INDIRECTO,"10,000000","7200,0",72000
92151,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-02,ACEITE VEGETAL 900 CC,INDIRECTO,"24,000000","1774,79",42595
92151,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-02,PALMITOS TARRO ENTERO 800 GRS,INDIRECTO,"12,000000","3550,42",42605
92151,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-02,CHAMPINON TARRO 400 GRS,INDIRECTO,"12,000000","1289,92",15479
92151,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-02,HARINA 1 KG,INDIRECTO,"12,000000","1059,66",12716
92151,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-02,HUEVO EN POLVO PAQUETE 500 GRS,INDIRECTO,"2,000000","3700,0",7400
92151,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-02,LIMON SUCEDANEO BIDON 5 LTS,INDIRECTO,"1,000000","2832,77",2833
92151,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-02,NORI 100 HOJAS GOLD,INDIRECTO,"5,000000","6689,92",33450
92151,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-02,PANKO BOLSA 1 KG,INDIRECTO,"15,000000","1650,42",24756
92151,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-02,PALITOS PAQUETE,INDIRECTO,"10,000000","1600,0",16000
92151,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-02,243 PLASTICO 200 UNIDADES,INDIRECTO,"2,000000","13600,0",27200
92151,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-02,CEBOLLA MORADA KILO,INDIRECTO,"5,000000","1687,39",8437
92151,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-02,CEBOLLIN DOCENA,INDIRECTO,"1,000000","6500,0",6500
92151,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-02,CIBOULLETE DOCENA,INDIRECTO,"2,000000","3000,0",6000
92151,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-02,BOLSA CAMISETA 40X50 BLANCA,INDIRECTO,"3,000000","1100,0",3300
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,PECHUGA DESHUESADA KG,INDIRECTO,"24,000000","4225,0",101400
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,KANIKAMA KILO,INDIRECTO,"4,000000","2750,0",11000
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,CAMARON S CASCARA KG,INDIRECTO,"3,000000","7238,0",21714
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,REINETA SIN PIEL KILO,INDIRECTO,"2,000000","9000,0",18000
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,GYOSAS CAMARON SHEN UNIDAD,INDIRECTO,"1,000000","5525,0",5525
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,ARROZ MANGA 10 KG,INDIRECTO,"3,000000","14375,0",43125
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,PANKO BOLSA 1 KG,INDIRECTO,"5,000000","2063,0",10315
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,ACEITE VEGETAL 900 CC,INDIRECTO,"10,000000","2218,0",22180
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,PALMITOS TARRO ENTERO 800 GRS,INDIRECTO,"5,000000","4438,0",22190
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,CHAMPINON TARRO 400 GRS,INDIRECTO,"1,000000","1613,0",1613
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,243 PLASTICO 200 UNIDADES,INDIRECTO,"1,000000","17000,0",17000
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,PALITOS PAQUETE,INDIRECTO,"4,000000","2000,0",8000
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,NORI 100 HOJAS GOLD,INDIRECTO,"4,000000","8363,0",33452
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,QUESO CREMA BARRA 1 36 KG,INDIRECTO,"10,000000","8938,0",89380
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,HARINA 1 KG,INDIRECTO,"4,000000","1325,0",5300
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,HUEVO EN POLVO PAQUETE 500 GRS,INDIRECTO,"1,000000","4625,0",4625
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,PALTA HASS CONCE 2,DIRECTO,"15,000000","5876,0",88140
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,CEBOLLIN DOCENA,INDIRECTO,"2,000000","8125,0",16250
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,CIBOULLETE DOCENA,INDIRECTO,"2,000000","3750,0",7500
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,PIMENTON VERDE CONCE,DIRECTO,"1,000000","4202,0",4202
92329,6,Factura Electrónica,KAMI CONCEPCION SPA,M RODRIGUEZ 1202,Concepcion,2024-06-03,CEBOLLA MORADA KILO,INDIRECTO,"1,000000","2109,0",2109
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,ATUN 500GRS,INDIRECTO,"1,000000","3745,0",3745
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,CAMARON S CASCARA KG,INDIRECTO,"10,000000","7238,0",72380
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,CHURRASCO VACUNO CAJA,INDIRECTO,"1,000000","30600,0",30600
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,GYOSAS CAMARON SHEN UNIDAD,INDIRECTO,"1,000000","5525,0",5525
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,GYOSAS CERDO SHEN UNIDAD,INDIRECTO,"1,000000","4191,0",4191
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,GYOSAS POLLO SHEN UNIDAD,INDIRECTO,"2,000000","4191,0",8382
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,KANIKAMA KILO,INDIRECTO,"10,000000","2750,0",27500
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,PAPAS PRE FRITAS BOLSA 2 5 KG 7X7 MM,INDIRECTO,"2,000000","5825,0",11650
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,PECHUGA DESHUESADA KG,INDIRECTO,"60,000000","4225,0",253500
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,PULPO DEL NORTE KILO,INDIRECTO,"1,000000","13000,0",13000
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,REINETA SIN PIEL KILO,INDIRECTO,"15,000000","9000,0",135000
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,SALMON FILETE TRIMD 3 4 PREMIUM KILO,INDIRECTO,"4,800000","14000,0",67200
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,HUEVO EN POLVO PAQUETE 500 GRS,INDIRECTO,"2,000000","4625,0",9250
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,CHOCLO TARRO 400 GRS,INDIRECTO,"12,000000","1041,0",12492
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,CHAMPINON TARRO 400 GRS,INDIRECTO,"12,000000","1613,0",19356
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,PALMITOS TARRO ENTERO 800 GRS,INDIRECTO,"24,000000","4438,0",106512
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,ACEITE VEGETAL 900 CC,INDIRECTO,"24,000000","2218,0",53232
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,ARROZ MANGA 10 KG,INDIRECTO,"12,000000","14375,0",172500
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,CEBOLLA MORADA KILO,INDIRECTO,"3,000000","2109,0",6327
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,CEBOLLIN DOCENA,INDIRECTO,"3,000000","8125,0",24375
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,CIBOULLETE DOCENA,INDIRECTO,"3,000000","3750,0",11250
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,PALTA HASS KILO,INDIRECTO,"40,000000","5500,0",220000
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,PIMENTON ROJO KILO,INDIRECTO,"2,000000","6250,0",12500
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,PIMENTON VERDE KILO,INDIRECTO,"2,000000","5688,0",11376
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,JENGIBRE ROSADO 1 KG,INDIRECTO,"1,000000","3488,0",3488
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,AJINOMOTO 1 KG,INDIRECTO,"1,000000","4863,0",4863
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,KETCHUP HEINZ 397 GRS,INDIRECTO,"1,000000","2148,0",2148
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,MAYONESA KRAFT 887 GR,INDIRECTO,"1,000000","6239,0",6239
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,MOSTAZA HEINZ 1 KG,INDIRECTO,"1,000000","5625,0",5625
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,COMPOTA VIVO UNIDAD,INDIRECTO,"6,000000","538,0",3228
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,JUGO VIVO UNIDAD,INDIRECTO,"6,000000","308,0",1848
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,SALSA DULCE TINETA,INDIRECTO,"2,000000","33898,0",67796
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,SOYA KIKKOMAN TINETA,INDIRECTO,"1,000000","56250,0",56250
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,VINAGRE PREPARADO TINETA,INDIRECTO,"2,000000","24283,0",48566
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,LIMON SUCEDANEO BIDON 5 LTS,INDIRECTO,"1,000000","3541,0",3541
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,PANKO BOLSA 1 KG,INDIRECTO,"20,000000","2063,0",41260
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,NORI 100 HOJAS GOLD,INDIRECTO,"6,000000","8363,0",50178
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,PALITOS PAQUETE,INDIRECTO,"10,000000","2000,0",20000
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,DEGUSTADOR 2 0 OZ CAJA,INDIRECTO,"1,000000","49688,0",49688
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,243 PLASTICO 200 UNIDADES,INDIRECTO,"4,000000","17000,0",68000
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,BOLSA CAMISETA 40X50 BLANCA,INDIRECTO,"10,000000","1376,0",13760
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,BOLSAS DE PAPEL CON LOGO 100 UNIDADES,INDIRECTO,"1,000000","23125,0",23125
91759,6,Factura Electrónica,KAMI PENAFLOR SPA,CALLE 1 11 CANTAROS DE AGUA,Peñaflor,2024-06-01,SUSHIBURGER CAJA ANTIGRASA 100 UN,INDIRECTO,"2,000000","19600,0",39200
92535,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-06,CAMARON S CASCARA KG,INDIRECTO,"5,000000","5789,92",28950
92535,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-06,GYOSAS CAMARON SHEN UNIDAD,INDIRECTO,"1,000000","4420,17",4420
92535,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-06,GYOSAS POLLO SHEN UNIDAD,INDIRECTO,"1,000000","3352,94",3353
92535,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-06,KANIKAMA KILO,INDIRECTO,"3,000000","2200,0",6600
92535,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-06,SALMON FILETE TRIMD 3 4 PREMIUM KILO,INDIRECTO,"1,600000","11200,0",17920
92535,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-06,PANKO BOLSA 1 KG,INDIRECTO,"6,000000","1650,42",9903
92535,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-06,SOYA KIKKOMAN TINETA,INDIRECTO,"1,000000","45000,0",45000
92535,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-06,VINAGRE PREPARADO TINETA,INDIRECTO,"2,000000","19426,05",38852
92535,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-06,CEBOLLIN DOCENA,INDIRECTO,"1,000000","6500,0",6500
92535,6,Factura Electrónica,KAMI LO PRADO SPA (SAN PABLO),SN PABLO 6004 LAUTARO LO PRADO,No Definido,2024-06-06,CIBOULLETE DOCENA,INDIRECTO,"1,000000","3000,0",3000
91806,6,Factura Electrónica,LATIN PIZZA SANTIAGO SPA,AVENIDA MANUEL RODRIGUEZ 1915,Patio Centro,2024-06-01,BEBIDA PACK 1 5 LT FANTA,INDIRECTO,"1,000000","11993,0",11993
91806,6,Factura Electrónica,LATIN PIZZA SANTIAGO SPA,AVENIDA MANUEL RODRIGUEZ 1915,Patio Centro,2024-06-01,BEBIDA PACK 350 ML COCA COLA ZERO,INDIRECTO,"2,000000","4958,0",9916
